9,127,0.258
30,26,0.324
26,30,0.324
208,28,0.485
208,28,0.485
4,12,0.4
12,4,0.4
4,12,0.4
28,195,0.061
12,4,0.4
4,12,0.4
9,225,0.28
9,26,0.222
26,225,0.568
26,9,0.222
225,127,0.559
225,208,0.6
225,9,0.28
225,18,0.6
225,191,0.417
225,307,0.538
225,26,0.568
225,163,0.0
225,256,0.48
208,18,0.545
26,9,0.222
26,225,0.568
26,225,0.568
53,174,0.444
53,280,0.348
151,54,0.222
26,225,0.568
26,225,0.568
151,152,0.333
208,28,0.485
28,18,0.485
28,26,0.718
4,26,0.25
208,28,0.485
26,4,0.25
26,4,0.25
26,223,0.472
256,191,0.562
223,26,0.472
26,225,0.568
26,298,0.349
26,225,0.568
298,26,0.349
1,196,0.059
26,225,0.568
225,26,0.568
26,225,0.568
26,285,0.231
307,127,0.516
307,18,0.545
307,208,0.545
307,69,0.261
307,28,0.441
208,307,0.545
223,225,0.414
307,208,0.545
152,280,0.286
69,307,0.261
69,307,0.261
28,151,0.176
28,53,0.412
307,69,0.261
28,285,0.324
307,26,0.405
26,307,0.405
26,1,0.389
26,196,0.056
307,26,0.405
26,307,0.405
307,26,0.405
4,26,0.25
298,109,0.0
26,307,0.405
280,53,0.348
225,18,0.6
53,280,0.348
280,53,0.348
280,53,0.348
53,280,0.348
180,152,0.238
307,127,0.516
307,223,0.4
223,127,0.455
223,307,0.4
223,307,0.4
307,223,0.4
225,223,0.414
223,225,0.414
208,28,0.485
307,208,0.545
307,18,0.545
307,225,0.538
307,208,0.545
307,18,0.545
180,152,0.238
18,307,0.545
152,180,0.238
307,18,0.545
208,307,0.545
180,152,0.238
151,54,0.222
151,280,0.278
151,280,0.278
151,280,0.278
26,225,0.568
223,28,0.515
26,4,0.25
151,280,0.278
26,225,0.568
26,225,0.568
151,280,0.278
208,307,0.545
26,225,0.568
26,151,0.162
1,225,0.52
176,223,0.4
151,54,0.222
225,26,0.568
225,26,0.568
225,26,0.568
225,26,0.568
225,1,0.52
225,223,0.414
9,225,0.28
9,26,0.222
26,225,0.568
26,9,0.222
81,28,0.316
176,223,0.4
223,225,0.414
225,26,0.568
26,4,0.25
18,208,0.545
18,307,0.545
81,28,0.316
151,280,0.278
30,26,0.324
26,30,0.324
208,28,0.485
223,28,0.515
223,28,0.515
81,54,0.105
223,28,0.515
174,53,0.444
223,28,0.515
81,28,0.316
151,54,0.222
26,280,0.282
26,307,0.405
26,223,0.472
26,225,0.568
223,28,0.515
18,208,0.545
223,28,0.515
223,26,0.472
26,28,0.718
28,26,0.718
225,26,0.568
26,225,0.568
225,26,0.568
26,225,0.568
298,69,0.296
53,174,0.444
307,191,0.333
191,256,0.562
208,18,0.545
53,280,0.348
280,53,0.348
223,225,0.414
223,28,0.515
180,18,0.409
180,152,0.238
180,298,0.321
53,280,0.348
53,280,0.348
151,26,0.162
151,152,0.333
26,151,0.162
152,180,0.238
256,191,0.562
191,256,0.562
225,223,0.414
81,28,0.316
180,298,0.321
180,298,0.321
223,176,0.4
26,223,0.472
280,28,0.343
280,28,0.343
152,280,0.286
223,18,0.346
223,225,0.414
53,280,0.348
280,53,0.348
225,223,0.414
208,28,0.485
69,223,0.429
151,280,0.278
151,26,0.162
151,280,0.278
4,26,0.25
151,26,0.162
26,4,0.25
26,151,0.162
180,298,0.321
223,28,0.515
223,225,0.414
225,223,0.414
223,28,0.515
176,26,0.25
26,176,0.25
223,208,0.346
208,28,0.485
30,26,0.324
26,30,0.324
30,26,0.324
208,28,0.485
151,280,0.278
151,280,0.278
26,225,0.568
180,152,0.238
28,1,0.382
298,109,0.0
53,174,0.444
225,26,0.568
53,280,0.348
280,53,0.348
180,18,0.409
53,280,0.348
28,285,0.324
28,285,0.324
176,127,0.25
223,280,0.375
81,28,0.316
30,26,0.324
26,30,0.324
174,53,0.444
26,127,0.667
26,174,0.184
26,280,0.282
26,81,0.359
26,4,0.25
26,152,0.237
26,225,0.568
26,208,0.444
26,9,0.222
26,18,0.444
26,121,0.297
26,64,0.083
26,30,0.324
26,191,0.278
26,53,0.342
26,307,0.405
26,298,0.349
26,12,0.395
26,285,0.231
26,180,0.289
26,69,0.27
26,223,0.472
26,256,0.324
223,28,0.515
223,53,0.36
30,26,0.324
26,30,0.324
12,28,0.515
180,18,0.409
223,225,0.414
225,223,0.414
223,225,0.414
225,26,0.568
225,26,0.568
223,28,0.515
191,256,0.562
298,69,0.296
223,127,0.455
223,53,0.36
223,28,0.515
208,28,0.485
223,28,0.515
28,223,0.515
26,28,0.718
174,53,0.444
174,298,0.269
180,225,0.423
30,26,0.324
26,30,0.324
12,28,0.515
18,28,0.485
81,28,0.316
81,226,0.136
30,26,0.324
26,30,0.324
225,180,0.423
18,180,0.409
151,54,0.222
151,81,0.3
26,69,0.27
53,28,0.412
18,28,0.485
208,28,0.485
180,307,0.476
223,225,0.414
180,18,0.409
225,223,0.414
69,26,0.27
18,28,0.485
28,18,0.485
208,9,0.368
208,18,0.545
208,1,0.455
208,256,0.476
208,307,0.545
151,26,0.162
298,26,0.349
28,18,0.485
26,151,0.162
9,208,0.368
26,28,0.718
280,53,0.348
53,280,0.348
208,127,0.516
26,28,0.718
26,28,0.718
298,26,0.349
26,28,0.718
18,28,0.485
26,28,0.718
1,208,0.455
1,28,0.382
307,208,0.545
307,28,0.441
208,28,0.485
26,28,0.718
9,208,0.368
9,208,0.368
28,256,0.353
28,26,0.718
208,28,0.485
1,208,0.455
1,28,0.382
28,26,0.718
28,26,0.718
28,26,0.718
256,28,0.353
26,28,0.718
26,208,0.444
208,4,0.421
26,28,0.718
4,208,0.421
53,174,0.444
28,298,0.486
4,208,0.421
298,28,0.486
208,28,0.485
28,26,0.718
28,26,0.718
28,26,0.718
28,26,0.718
28,26,0.718
28,26,0.718
28,26,0.718
176,26,0.25
180,18,0.409
26,28,0.718
208,28,0.485
26,28,0.718
28,53,0.412
26,28,0.718
208,28,0.485
174,195,0.182
256,208,0.476
18,180,0.409
280,28,0.343
280,53,0.348
152,180,0.238
1,256,0.526
28,121,0.324
28,121,0.324
28,12,0.515
28,141,0.206
28,174,0.273
28,18,0.485
28,1,0.382
28,307,0.441
28,26,0.718
28,12,0.515
28,285,0.324
28,223,0.515
53,28,0.412
28,53,0.412
53,28,0.412
30,26,0.324
26,30,0.324
152,180,0.238
280,53,0.348
53,280,0.348
208,28,0.485
53,280,0.348
28,280,0.343
28,81,0.316
28,121,0.324
28,64,0.091
28,30,0.353
28,26,0.718
28,69,0.294
28,223,0.515
28,127,0.771
28,4,0.273
28,208,0.485
28,9,0.206
28,18,0.485
28,1,0.382
28,307,0.441
28,12,0.515
28,256,0.353
12,285,0.409
12,285,0.409
53,280,0.348
280,53,0.348
53,280,0.348
69,28,0.294
28,285,0.324
53,174,0.444
53,280,0.348
28,180,0.314
28,180,0.314
28,180,0.314
28,191,0.303
28,180,0.314
69,307,0.261
225,307,0.538
225,127,0.559
225,18,0.6
225,307,0.538
225,26,0.568
225,307,0.538
225,26,0.568
225,26,0.568
26,225,0.568
26,225,0.568
26,225,0.568
26,225,0.568
26,225,0.568
307,225,0.538
180,152,0.238
30,28,0.353
69,28,0.294
81,28,0.316
223,28,0.515
28,298,0.486
9,28,0.206
152,180,0.238
180,152,0.238
26,18,0.444
53,174,0.444
53,280,0.348
12,18,0.458
180,307,0.476
298,28,0.486
174,53,0.444
180,18,0.409
18,28,0.485
18,28,0.485
298,28,0.486
225,223,0.414
28,285,0.324
280,53,0.348
64,28,0.091
26,28,0.718
53,280,0.348
28,81,0.316
28,26,0.718
280,53,0.348
280,53,0.348
280,28,0.343
81,28,0.316
28,26,0.718
28,18,0.485
26,28,0.718
180,18,0.409
180,18,0.409
28,18,0.485
26,223,0.472
180,18,0.409
151,152,0.333
151,152,0.333
18,28,0.485
180,18,0.409
81,28,0.316
208,28,0.485
28,121,0.324
180,152,0.238
256,28,0.353
28,9,0.206
152,151,0.333
9,28,0.206
191,256,0.562
176,127,0.25
53,28,0.412
81,28,0.316
174,195,0.182
174,195,0.182
298,174,0.269
174,298,0.269
81,26,0.359
12,28,0.515
26,81,0.359
280,53,0.348
53,174,0.444
53,280,0.348
28,285,0.324
208,28,0.485
9,26,0.222
26,28,0.718
26,9,0.222
256,307,0.409
26,225,0.568
26,225,0.568
208,28,0.485
208,28,0.485
208,28,0.485
208,28,0.485
208,28,0.485
69,223,0.429
28,256,0.353
174,195,0.182
280,174,0.25
280,53,0.348
26,28,0.718
223,69,0.429
69,223,0.429
4,12,0.4
223,225,0.414
151,54,0.222
225,223,0.414
223,225,0.414
26,151,0.162
127,256,0.333
18,208,0.545
18,307,0.545
256,127,0.333
53,280,0.348
307,225,0.538
151,152,0.333
69,298,0.296
298,69,0.296
180,307,0.476
53,280,0.348
12,4,0.4
152,30,0.3
152,28,0.257
152,151,0.333
208,28,0.485
208,28,0.485
69,285,0.19
225,26,0.568
174,298,0.269
18,208,0.545
208,18,0.545
225,18,0.6
225,307,0.538
208,28,0.485
208,28,0.485
208,18,0.545
18,225,0.6
1,4,0.471
4,1,0.471
180,152,0.238
180,298,0.321
53,280,0.348
280,53,0.348
53,280,0.348
69,223,0.429
280,53,0.348
53,280,0.348
280,53,0.348
69,223,0.429
53,298,0.393
298,53,0.393
1,191,0.529
151,26,0.162
180,152,0.238
152,180,0.238
12,28,0.515
223,28,0.515
223,28,0.515
4,12,0.4
53,174,0.444
53,280,0.348
53,298,0.393
53,280,0.348
307,180,0.476
81,69,0.364
12,4,0.4
307,225,0.538
26,225,0.568
26,151,0.162
174,53,0.444
53,280,0.348
53,174,0.444
174,53,0.444
280,53,0.348
223,28,0.515
223,225,0.414
53,174,0.444
18,180,0.409
208,28,0.485
298,174,0.269
53,280,0.348
223,225,0.414
280,53,0.348
208,28,0.485
26,225,0.568
28,151,0.176
176,223,0.4
176,223,0.4
26,225,0.568
180,152,0.238
127,26,0.667
26,225,0.568
152,180,0.238
256,121,0.174
26,225,0.568
223,28,0.515
180,152,0.238
26,127,0.667
180,18,0.409
180,18,0.409
18,180,0.409
26,12,0.395
26,225,0.568
225,26,0.568
26,225,0.568
26,28,0.718
307,28,0.441
127,26,0.667
176,223,0.4
208,285,0.25
225,26,0.568
223,28,0.515
26,225,0.568
225,26,0.568
26,225,0.568
18,28,0.485
18,28,0.485
225,26,0.568
26,225,0.568
225,307,0.538
223,176,0.4
280,53,0.348
180,152,0.238
180,152,0.238
180,152,0.238
53,280,0.348
53,280,0.348
280,53,0.348
69,226,0.118
191,127,0.323
280,53,0.348
280,53,0.348
180,18,0.409
53,280,0.348
26,28,0.718
53,251,0.294
180,191,0.471
280,225,0.267
225,307,0.538
307,225,0.538
256,18,0.476
256,307,0.409
208,285,0.25
307,28,0.441
307,180,0.476
307,180,0.476
180,18,0.409
53,174,0.444
28,285,0.324
223,176,0.4
18,208,0.545
28,18,0.485
127,256,0.333
28,18,0.485
18,28,0.485
53,298,0.393
28,18,0.485
28,18,0.485
28,208,0.485
298,174,0.269
298,53,0.393
53,298,0.393
53,298,0.393
28,208,0.485
28,18,0.485
28,208,0.485
28,18,0.485
26,18,0.444
298,141,0.185
18,26,0.444
53,298,0.393
174,53,0.444
298,53,0.393
53,28,0.412
53,174,0.444
28,53,0.412
12,4,0.4
1,256,0.526
28,195,0.061
28,280,0.343
28,225,0.618
28,285,0.324
28,256,0.353
28,251,0.152
18,208,0.545
28,208,0.485
28,18,0.485
280,53,0.348
141,12,0.286
53,280,0.348
53,280,0.348
280,53,0.348
53,280,0.348
280,53,0.348
53,280,0.348
53,280,0.348
12,28,0.515
280,53,0.348
12,28,0.515
251,53,0.294
307,180,0.476
53,251,0.294
180,152,0.238
127,26,0.667
12,28,0.515
174,53,0.444
53,174,0.444
53,280,0.348
280,53,0.348
280,151,0.278
298,109,0.0
1,127,0.364
208,28,0.485
298,109,0.0
53,280,0.348
30,28,0.353
223,18,0.346
26,30,0.324
151,54,0.222
12,28,0.515
127,26,0.667
26,92,0.139
81,28,0.316
26,92,0.139
18,208,0.545
251,28,0.152
12,28,0.515
174,195,0.182
174,53,0.444
208,225,0.6
180,152,0.238
26,12,0.395
180,18,0.409
26,12,0.395
28,298,0.486
18,1,0.524
180,152,0.238
180,298,0.321
180,152,0.238
180,18,0.409
26,28,0.718
28,26,0.718
180,18,0.409
26,223,0.472
26,223,0.472
180,18,0.409
28,26,0.718
12,28,0.515
180,18,0.409
26,28,0.718
9,28,0.206
18,208,0.545
18,28,0.485
28,280,0.343
28,81,0.316
28,121,0.324
28,64,0.091
28,30,0.353
28,26,0.718
28,69,0.294
26,28,0.718
1,256,0.526
81,28,0.316
223,28,0.515
256,1,0.526
12,28,0.515
26,12,0.395
53,174,0.444
307,208,0.545
307,18,0.545
174,53,0.444
174,53,0.444
180,18,0.409
298,195,0.083
298,141,0.185
298,53,0.393
298,251,0.16
307,208,0.545
174,53,0.444
223,225,0.414
69,28,0.294
69,223,0.429
12,28,0.515
1,127,0.364
81,28,0.316
26,196,0.056
180,18,0.409
28,53,0.412
223,225,0.414
223,307,0.4
307,223,0.4
127,174,0.25
127,18,0.516
127,307,0.516
127,298,0.432
127,69,0.273
127,223,0.455
127,256,0.333
127,292,0.161
223,307,0.4
223,127,0.455
127,223,0.455
307,223,0.4
280,26,0.282
280,53,0.348
298,195,0.083
298,141,0.185
298,53,0.393
298,251,0.16
81,28,0.316
223,208,0.346
223,26,0.472
223,208,0.346
12,28,0.515
223,28,0.515
223,307,0.4
28,223,0.515
26,223,0.472
223,307,0.4
223,12,0.5
12,223,0.5
30,26,0.324
280,26,0.282
223,12,0.5
152,280,0.286
280,152,0.286
307,223,0.4
176,223,0.4
26,280,0.282
26,280,0.282
53,28,0.412
53,280,0.348
26,12,0.395
26,12,0.395
53,298,0.393
53,174,0.444
53,280,0.348
174,53,0.444
223,176,0.4
53,174,0.444
208,223,0.346
223,208,0.346
53,174,0.444
256,127,0.333
18,307,0.545
141,298,0.185
251,298,0.16
251,298,0.16
53,280,0.348
280,53,0.348
81,28,0.316
28,81,0.316
280,53,0.348
280,53,0.348
180,307,0.476
53,280,0.348
12,18,0.458
12,307,0.4
12,18,0.458
12,307,0.4
18,28,0.485
18,28,0.485
180,307,0.476
18,28,0.485
30,28,0.353
280,152,0.286
280,28,0.343
53,26,0.342
26,53,0.342
9,18,0.368
18,28,0.485
18,307,0.545
307,180,0.476
298,28,0.486
26,127,0.667
26,64,0.083
26,174,0.184
26,81,0.359
180,152,0.238
64,28,0.091
81,26,0.359
26,81,0.359
26,28,0.718
298,28,0.486
26,53,0.342
53,26,0.342
18,307,0.545
26,127,0.667
18,307,0.545
307,208,0.545
307,28,0.441
307,208,0.545
307,28,0.441
307,26,0.405
307,208,0.545
307,18,0.545
223,225,0.414
26,225,0.568
307,208,0.545
307,18,0.545
28,26,0.718
28,223,0.515
53,28,0.412
223,28,0.515
1,26,0.389
26,1,0.389
298,28,0.486
28,298,0.486
81,226,0.136
298,28,0.486
26,28,0.718
26,307,0.405
26,307,0.405
26,12,0.395
69,28,0.294
69,223,0.429
53,280,0.348
280,53,0.348
81,28,0.316
256,28,0.353
26,307,0.405
180,152,0.238
223,28,0.515
28,256,0.353
81,26,0.359
18,28,0.485
53,280,0.348
1,18,0.524
53,225,0.393
26,28,0.718
18,28,0.485
53,225,0.393
256,28,0.353
208,28,0.485
28,256,0.353
142,121,0.067
28,26,0.718
28,141,0.206
1,28,0.382
53,280,0.348
26,53,0.342
53,26,0.342
280,53,0.348
53,280,0.348
223,18,0.346
251,28,0.152
28,26,0.718
26,28,0.718
26,223,0.472
174,53,0.444
53,174,0.444
53,280,0.348
26,28,0.718
174,53,0.444
223,26,0.472
174,53,0.444
18,208,0.545
12,26,0.395
28,53,0.412
26,307,0.405
53,280,0.348
53,280,0.348
280,53,0.348
26,127,0.667
53,280,0.348
280,53,0.348
12,28,0.515
12,28,0.515
208,4,0.421
4,208,0.421
298,127,0.432
298,81,0.281
298,292,0.115
307,28,0.441
81,298,0.281
18,307,0.545
26,237,0.0
81,28,0.316
307,208,0.545
12,28,0.515
81,28,0.316
152,180,0.238
69,298,0.296
69,285,0.19
223,225,0.414
180,18,0.409
26,127,0.667
26,174,0.184
26,280,0.282
26,81,0.359
26,4,0.25
26,152,0.237
26,225,0.568
26,208,0.444
26,9,0.222
26,18,0.444
26,121,0.297
26,64,0.083
26,30,0.324
26,191,0.278
26,53,0.342
26,307,0.405
26,298,0.349
26,12,0.395
26,285,0.231
26,180,0.289
26,69,0.27
26,223,0.472
26,256,0.324
26,225,0.568
26,225,0.568
307,12,0.4
180,18,0.409
280,26,0.282
127,256,0.333
256,127,0.333
127,256,0.333
26,280,0.282
280,26,0.282
208,26,0.444
12,307,0.4
12,307,0.4
151,152,0.333
151,280,0.278
151,280,0.278
280,26,0.282
26,225,0.568
26,280,0.282
53,280,0.348
9,225,0.28
280,26,0.282
26,280,0.282
280,26,0.282
307,127,0.516
26,280,0.282
298,127,0.432
127,298,0.432
298,127,0.432
127,298,0.432
26,9,0.222
18,180,0.409
180,18,0.409
18,307,0.545
223,28,0.515
26,127,0.667
26,174,0.184
26,280,0.282
26,81,0.359
26,4,0.25
26,152,0.237
26,225,0.568
26,208,0.444
26,9,0.222
26,18,0.444
26,121,0.297
26,64,0.083
26,30,0.324
26,191,0.278
26,53,0.342
26,307,0.405
26,298,0.349
26,12,0.395
26,285,0.231
26,180,0.289
26,69,0.27
26,223,0.472
26,256,0.324
280,26,0.282
225,223,0.414
18,307,0.545
26,280,0.282
26,12,0.395
223,225,0.414
152,298,0.207
152,180,0.238
81,223,0.44
280,28,0.343
180,152,0.238
18,26,0.444
26,208,0.444
208,26,0.444
9,225,0.28
9,225,0.28
208,26,0.444
9,225,0.28
9,225,0.28
26,152,0.237
176,223,0.4
26,208,0.444
26,307,0.405
9,225,0.28
26,152,0.237
81,28,0.316
280,26,0.282
26,280,0.282
280,26,0.282
180,152,0.238
9,18,0.368
18,127,0.516
18,4,0.421
18,208,0.545
18,9,0.368
18,1,0.524
18,307,0.545
18,12,0.458
18,256,0.476
9,18,0.368
30,280,0.318
30,81,0.455
30,152,0.3
30,64,0.2
30,151,0.467
30,26,0.324
30,69,0.368
30,223,0.455
81,30,0.455
280,225,0.267
26,152,0.237
69,28,0.294
109,298,0.0
298,109,0.0
9,208,0.368
28,26,0.718
28,26,0.718
9,208,0.368
280,26,0.282
280,225,0.267
26,280,0.282
26,152,0.237
223,127,0.455
26,285,0.231
223,18,0.346
223,176,0.4
26,285,0.231
9,208,0.368
18,127,0.516
26,127,0.667
26,174,0.184
26,280,0.282
26,81,0.359
26,4,0.25
26,152,0.237
26,208,0.444
26,9,0.222
26,18,0.444
26,121,0.297
26,64,0.083
26,30,0.324
26,191,0.278
26,53,0.342
26,307,0.405
26,298,0.349
26,12,0.395
26,285,0.231
26,180,0.289
26,69,0.27
26,223,0.472
26,256,0.324
18,28,0.485
307,18,0.545
176,223,0.4
109,285,0.0
223,28,0.515
28,69,0.294
174,298,0.269
298,174,0.269
26,307,0.405
280,53,0.348
26,225,0.568
225,26,0.568
223,127,0.455
28,285,0.324
180,152,0.238
26,280,0.282
152,180,0.238
307,256,0.409
180,152,0.238
4,28,0.273
18,28,0.485
18,180,0.409
127,256,0.333
256,127,0.333
81,28,0.316
26,307,0.405
69,28,0.294
176,223,0.4
81,223,0.44
191,1,0.529
26,127,0.667
26,174,0.184
26,280,0.282
26,81,0.359
26,4,0.25
26,152,0.237
26,225,0.568
26,208,0.444
26,9,0.222
26,18,0.444
26,121,0.297
26,64,0.083
26,30,0.324
26,191,0.278
26,53,0.342
26,307,0.405
26,298,0.349
26,12,0.395
26,285,0.231
26,180,0.289
26,69,0.27
26,223,0.472
26,256,0.324
81,28,0.316
307,223,0.4
18,307,0.545
26,9,0.222
81,28,0.316
26,237,0.0
298,109,0.0
298,81,0.281
298,292,0.115
208,28,0.485
9,26,0.222
26,9,0.222
9,26,0.222
28,208,0.485
28,285,0.324
28,307,0.441
26,298,0.349
298,26,0.349
26,92,0.139
174,53,0.444
152,151,0.333
4,26,0.25
26,4,0.25
208,225,0.6
225,208,0.6
180,225,0.423
208,256,0.476
81,30,0.455
127,223,0.455
30,81,0.455
81,28,0.316
256,208,0.476
28,69,0.294
307,292,0.15
26,280,0.282
251,28,0.152
69,28,0.294
298,28,0.486
152,151,0.333
152,151,0.333
208,127,0.516
18,225,0.6
18,225,0.6
9,225,0.28
191,225,0.417
26,1,0.389
191,225,0.417
9,225,0.28
180,152,0.238
223,28,0.515
81,26,0.359
26,81,0.359
256,28,0.353
280,26,0.282
26,280,0.282
191,225,0.417
81,28,0.316
18,180,0.409
223,28,0.515
152,180,0.238
26,280,0.282
180,152,0.238
307,180,0.476
256,307,0.409
34,26,0.0
152,151,0.333
18,180,0.409
180,307,0.476
151,280,0.278
12,28,0.515
12,28,0.515
152,151,0.333
18,28,0.485
53,12,0.619
28,18,0.485
237,26,0.0
12,53,0.619
53,12,0.619
12,53,0.619
53,298,0.393
298,53,0.393
307,28,0.441
28,307,0.441
180,18,0.409
307,127,0.516
208,256,0.476
256,208,0.476
256,208,0.476
256,208,0.476
208,28,0.485
307,28,0.441
18,180,0.409
28,18,0.485
18,208,0.545
18,28,0.485
298,53,0.393
53,298,0.393
180,18,0.409
53,225,0.393
12,285,0.409
151,280,0.278
53,225,0.393
9,225,0.28
12,307,0.4
30,26,0.324
53,225,0.393
53,225,0.393
53,280,0.348
280,53,0.348
81,12,0.241
28,176,0.273
53,280,0.348
53,127,0.484
307,223,0.4
298,28,0.486
223,225,0.414
18,28,0.485
28,18,0.485
180,225,0.423
180,152,0.238
225,180,0.423
9,225,0.28
225,9,0.28
81,223,0.44
225,127,0.559
225,152,0.207
225,208,0.6
225,9,0.28
225,18,0.6
225,1,0.52
225,191,0.417
225,307,0.538
225,298,0.353
225,26,0.568
225,163,0.0
225,256,0.48
225,26,0.568
141,298,0.185
280,53,0.348
280,151,0.278
28,18,0.485
69,223,0.429
69,307,0.261
151,54,0.222
18,28,0.485
53,280,0.348
28,18,0.485
223,69,0.429
28,18,0.485
307,28,0.441
225,163,0.0
180,225,0.423
225,180,0.423
9,225,0.28
298,141,0.185
141,298,0.185
30,176,0.412
176,28,0.273
176,30,0.412
28,176,0.273
223,225,0.414
81,28,0.316
28,53,0.412
18,127,0.516
53,174,0.444
18,28,0.485
223,225,0.414
69,223,0.429
53,28,0.412
174,53,0.444
53,174,0.444
180,18,0.409
280,53,0.348
53,280,0.348
18,180,0.409
223,225,0.414
223,127,0.455
53,225,0.393
28,141,0.206
12,28,0.515
53,298,0.393
152,180,0.238
280,26,0.282
191,225,0.417
223,69,0.429
174,18,0.227
223,28,0.515
69,223,0.429
53,127,0.484
69,28,0.294
28,69,0.294
223,127,0.455
280,53,0.348
53,280,0.348
225,280,0.267
225,26,0.568
180,225,0.423
18,180,0.409
18,180,0.409
69,28,0.294
53,280,0.348
53,174,0.444
280,53,0.348
53,280,0.348
280,26,0.282
53,12,0.619
53,225,0.393
12,53,0.619
28,195,0.061
28,141,0.206
28,127,0.771
28,174,0.273
28,280,0.343
28,4,0.273
28,152,0.257
28,225,0.618
28,208,0.485
28,9,0.206
28,176,0.273
28,1,0.382
28,64,0.091
28,30,0.353
28,191,0.303
28,298,0.486
28,26,0.718
28,12,0.515
28,285,0.324
28,223,0.515
28,256,0.353
28,81,0.316
28,18,0.485
28,53,0.412
28,180,0.314
53,174,0.444
141,28,0.206
53,298,0.393
18,28,0.485
307,223,0.4
142,81,0.105
180,18,0.409
180,18,0.409
53,280,0.348
142,81,0.105
225,26,0.568
174,53,0.444
12,4,0.4
18,28,0.485
53,174,0.444
298,28,0.486
53,127,0.484
53,141,0.389
280,151,0.278
280,28,0.343
18,208,0.545
280,174,0.25
280,53,0.348
9,225,0.28
9,225,0.28
28,1,0.382
30,26,0.324
208,225,0.6
81,26,0.359
208,225,0.6
53,298,0.393
53,141,0.389
53,12,0.619
53,280,0.348
208,225,0.6
280,53,0.348
28,225,0.618
53,28,0.412
307,28,0.441
28,53,0.412
1,28,0.382
53,28,0.412
28,53,0.412
81,142,0.105
53,28,0.412
26,127,0.667
26,174,0.184
26,280,0.282
26,81,0.359
26,4,0.25
26,152,0.237
26,225,0.568
26,208,0.444
26,9,0.222
26,18,0.444
26,121,0.297
26,64,0.083
26,30,0.324
26,191,0.278
26,53,0.342
26,307,0.405
26,298,0.349
26,12,0.395
26,285,0.231
26,180,0.289
26,69,0.27
26,223,0.472
26,256,0.324
208,225,0.6
298,53,0.393
81,28,0.316
180,225,0.423
53,298,0.393
298,53,0.393
28,307,0.441
